,TIME,HHWS_TEMP,HHWR_TEMP,HHWFLOW,CHWS_TEMP,CHWR_TEMP,CHWFLOW,HHWMBH,CHWMBH
0,2019-12-31 23:00:00,185.52,140.68,117.35,42.01,47.05,385.02,2630.99,-970.25
1,2019-12-31 22:00:00,186.41,140.45,112.65,41.59,47.62,408.43,2588.7,-1231.42
2,2019-12-31 21:00:00,186.74,141.2,108.01,41.76,48.51,437.7,2459.39,-1477.24
3,2019-12-31 20:00:00,186.76,142.48,108.86,41.42,48.6,455.53,2410.16,-1635.35
4,2019-12-31 19:00:00,186.68,142.77,104.45,41.64,49.3,513.55,2293.2,-1966.9
5,2019-12-31 18:00:00,187.66,142.92,81.58,41.78,50.15,595.18,1824.94,-2490.83
6,2019-12-31 17:00:00,189.18,142.52,74.42,41.86,50.71,692.59,1736.22,-3064.71
7,2019-12-31 16:00:00,189.05,142.38,75.3,41.85,51.22,745.5,1757.13,-3492.67
8,2019-12-31 15:00:00,189.07,142.91,74.5,41.96,51.19,750.62,1719.46,-3464.11
9,2019-12-31 14:00:00,188.88,143.88,76.96,41.9,51.0,733.84,1731.6,-3338.97
10,2019-12-31 13:00:00,188.01,143.18,88.79,42.0,50.86,685.29,1990.23,-3035.83
11,2019-12-31 12:00:00,191.89,145.62,101.78,42.17,50.33,614.21,2354.68,-2505.98
12,2019-12-31 11:00:00,190.97,146.97,119.13,42.01,49.47,568.69,2620.86,-2121.21
13,2019-12-31 10:00:00,188.2,148.62,151.55,41.91,48.46,501.24,2999.17,-1641.56
14,2019-12-31 09:00:00,189.16,145.48,163.0,41.81,46.77,424.44,3559.92,-1052.61
15,2019-12-31 08:00:00,187.04,144.59,195.0,42.04,45.88,395.21,4138.87,-758.8
16,2019-12-31 07:00:00,187.28,144.06,190.12,41.38,45.67,361.46,4108.49,-775.33
17,2019-12-31 06:00:00,187.74,143.46,182.69,41.96,45.71,355.83,4044.76,-667.18
18,2019-12-31 05:00:00,187.74,144.16,164.48,41.39,45.58,352.55,3584.02,-738.59
19,2019-12-31 04:00:00,188.49,144.97,150.0,41.59,45.73,349.43,3264.0,-723.32
20,2019-12-31 03:00:00,188.0,143.92,147.7,42.1,45.49,348.68,3255.31,-591.01
21,2019-12-31 02:00:00,188.01,143.72,135.19,41.84,45.21,335.96,2993.78,-566.09
22,2019-12-31 01:00:00,189.03,143.84,129.59,41.46,45.4,333.16,2928.09,-656.33
23,2019-12-31 00:00:00,188.46,143.39,132.12,41.77,46.19,351.38,2977.32,-776.55
24,2019-12-30 23:00:00,188.68,143.7,140.33,42.23,46.35,367.75,3156.02,-757.57
25,2019-12-30 22:00:00,188.25,143.64,145.44,41.67,46.5,382.6,3244.04,-923.98
26,2019-12-30 21:00:00,188.01,144.3,144.32,41.61,47.4,401.73,3154.11,-1163.01
27,2019-12-30 20:00:00,188.4,144.9,135.5,41.5,48.08,431.77,2947.12,-1420.52
28,2019-12-30 19:00:00,189.34,148.71,138.79,42.23,47.86,428.48,2819.52,-1206.17
29,2019-12-30 18:00:00,190.38,152.83,141.21,42.99,49.25,487.75,2651.22,-1526.66
30,2019-12-30 17:00:00,191.34,153.04,134.91,42.92,49.32,501.01,2583.53,-1603.23
31,2019-12-30 16:00:00,190.9,155.18,148.58,42.14,49.24,531.73,2653.64,-1887.64
32,2019-12-30 15:00:00,190.29,152.81,140.23,42.15,48.98,542.27,2627.91,-1851.85
33,2019-12-30 14:00:00,189.42,149.67,138.7,41.69,48.16,467.92,2756.66,-1513.72
34,2019-12-30 13:00:00,188.64,149.02,156.37,41.88,48.44,451.54,3097.69,-1481.05
35,2019-12-30 12:00:00,188.51,149.3,167.82,41.85,48.31,444.5,3290.11,-1435.74
36,2019-12-30 11:00:00,187.89,147.75,190.73,43.2,47.49,420.19,3827.95,-901.31
37,2019-12-30 10:00:00,187.4,145.26,188.58,41.67,47.13,424.15,3973.38,-1157.93
38,2019-12-30 09:00:00,187.89,144.88,184.4,41.87,46.53,403.33,3965.52,-939.76
39,2019-12-30 08:00:00,188.05,143.93,184.91,42.95,45.96,379.89,4079.11,-571.73
40,2019-12-30 07:00:00,187.27,143.33,192.23,41.45,45.42,369.98,4223.29,-734.41
41,2019-12-30 06:00:00,187.39,143.25,185.17,41.45,45.47,367.51,4086.7,-738.7
42,2019-12-30 05:00:00,187.9,143.37,167.06,41.45,45.3,371.16,3719.59,-714.48
43,2019-12-30 04:00:00,188.06,144.51,151.48,41.45,45.26,343.32,3298.48,-654.02
44,2019-12-30 03:00:00,187.78,144.18,144.53,41.45,45.43,349.69,3150.75,-695.88
45,2019-12-30 02:00:00,188.64,144.49,133.16,41.39,45.37,349.57,2939.51,-695.64
46,2019-12-30 01:00:00,189.02,143.02,128.4,41.29,45.39,350.82,2953.2,-719.18
47,2019-12-30 00:00:00,188.04,143.61,146.9,41.51,45.84,362.85,3263.38,-785.57
48,2019-12-29 23:00:00,188.5,143.65,149.67,41.45,46.07,374.77,3356.35,-865.72
49,2019-12-29 22:00:00,187.94,143.9,162.13,41.45,46.4,394.06,3570.1,-975.3
50,2019-12-29 21:00:00,188.33,142.74,152.66,41.45,46.8,414.79,3479.88,-1109.56
51,2019-12-29 20:00:00,187.88,141.76,142.2,41.45,46.85,426.6,3279.13,-1151.82
52,2019-12-29 19:00:00,188.17,144.38,148.67,41.45,46.86,435.04,3255.13,-1176.78
53,2019-12-29 18:00:00,188.13,147.59,155.84,41.45,47.17,434.25,3158.88,-1241.95
54,2019-12-29 17:00:00,188.39,148.76,148.19,41.49,47.84,459.0,2936.38,-1457.33
55,2019-12-29 16:00:00,189.2,148.15,138.17,41.32,48.3,485.13,2835.94,-1693.1
56,2019-12-29 15:00:00,188.94,149.28,143.78,41.54,48.37,503.25,2851.16,-1718.6
57,2019-12-29 14:00:00,188.34,148.68,149.29,41.7,48.19,488.93,2960.42,-1586.58
58,2019-12-29 13:00:00,188.58,149.58,162.2,41.31,47.94,463.53,3162.9,-1536.6
59,2019-12-29 12:00:00,188.26,148.84,183.51,41.7,47.42,441.81,3616.98,-1263.58
60,2019-12-29 11:00:00,187.76,146.53,192.3,41.76,46.49,407.41,3964.26,-963.52
61,2019-12-29 10:00:00,185.43,143.96,204.14,41.38,45.49,354.21,4232.84,-727.9
62,2019-12-29 09:00:00,186.83,143.84,193.4,41.77,45.7,368.53,4157.13,-724.16
63,2019-12-29 08:00:00,188.07,142.92,212.41,41.53,45.56,364.81,4795.16,-735.09
64,2019-12-29 07:00:00,188.43,141.95,220.92,41.69,45.59,365.03,5134.18,-711.81
65,2019-12-29 06:00:00,184.75,140.74,222.58,41.64,45.66,377.11,4897.87,-757.99
66,2019-12-29 05:00:00,186.23,142.45,201.79,41.62,45.42,373.3,4417.18,-709.27
67,2019-12-29 04:00:00,187.04,142.76,182.12,41.62,45.34,368.41,4032.14,-685.24
68,2019-12-29 03:00:00,188.64,141.91,162.35,41.62,45.34,369.36,3793.31,-687.01
69,2019-12-29 02:00:00,187.78,141.21,152.81,41.62,45.41,370.11,3558.18,-701.36
70,2019-12-29 01:00:00,188.11,139.87,139.59,41.62,45.36,367.39,3366.91,-687.02
71,2019-12-29 00:00:00,187.93,140.03,143.64,41.62,45.76,374.97,3440.18,-776.19
72,2019-12-28 23:00:00,188.76,141.76,141.94,41.62,46.11,380.3,3335.59,-853.77
73,2019-12-28 22:00:00,188.3,142.06,157.49,41.62,46.18,380.67,3641.17,-867.93
74,2019-12-28 21:00:00,187.8,141.36,145.71,41.62,46.74,398.44,3383.39,-1020.01
75,2019-12-28 20:00:00,188.39,141.07,135.56,41.54,46.94,412.2,3207.35,-1112.94
76,2019-12-28 19:00:00,188.85,145.4,138.8,41.48,47.05,448.01,3015.43,-1247.71
77,2019-12-28 18:00:00,188.3,147.4,150.18,41.29,47.74,446.23,3071.18,-1439.09
78,2019-12-28 17:00:00,189.97,150.29,131.03,41.22,48.26,474.65,2599.64,-1670.77
79,2019-12-28 16:00:00,191.03,149.24,129.49,41.33,48.95,535.35,2705.69,-2039.68
80,2019-12-28 15:00:00,189.97,149.12,131.65,41.88,48.98,544.74,2688.95,-1933.83
81,2019-12-28 14:00:00,188.44,148.91,151.56,41.76,48.67,500.87,2995.58,-1730.51
82,2019-12-28 13:00:00,188.55,146.95,148.18,41.52,48.0,497.51,3082.14,-1611.93
83,2019-12-28 12:00:00,188.19,148.38,168.37,41.44,47.46,470.11,3351.4,-1415.03
84,2019-12-28 11:00:00,188.18,147.16,180.48,41.72,46.27,422.88,3701.64,-962.05
85,2019-12-28 10:00:00,187.38,146.66,184.75,41.58,45.94,381.65,3761.51,-832.0
86,2019-12-28 09:00:00,188.48,145.08,207.52,41.65,45.46,368.65,4503.18,-702.28
87,2019-12-28 08:00:00,188.07,143.27,238.49,41.62,45.46,367.56,5342.18,-705.72
88,2019-12-28 07:00:00,187.21,143.76,251.69,41.62,45.5,370.12,5467.97,-718.03
89,2019-12-28 06:00:00,187.74,142.87,230.15,41.62,45.71,372.39,5163.42,-761.54
90,2019-12-28 05:00:00,187.35,142.05,222.81,41.62,45.59,374.54,5046.65,-743.46
91,2019-12-28 04:00:00,186.55,142.54,196.41,41.55,45.45,368.65,4322.0,-718.87
92,2019-12-28 03:00:00,187.08,143.03,187.68,41.64,45.39,367.72,4133.65,-689.48
93,2019-12-28 02:00:00,187.81,142.57,175.52,41.62,45.32,369.26,3970.26,-683.13
94,2019-12-28 01:00:00,188.51,142.07,166.21,41.46,45.29,367.57,3859.4,-703.9
95,2019-12-28 00:00:00,188.12,142.08,175.59,41.62,45.65,373.59,4042.08,-752.78
96,2019-12-27 23:00:00,188.24,141.65,172.38,41.62,45.75,375.75,4015.59,-775.92
97,2019-12-27 22:00:00,187.77,140.48,176.48,41.38,45.91,381.6,4172.87,-864.32
98,2019-12-27 21:00:00,187.92,140.91,164.16,41.73,46.78,410.33,3858.58,-1036.08
99,2019-12-27 20:00:00,187.9,141.33,156.36,41.7,46.53,409.42,3640.84,-988.75
100,2019-12-27 19:00:00,188.25,145.62,166.18,41.4,46.92,431.39,3542.13,-1190.64
101,2019-12-27 18:00:00,188.16,148.22,160.76,41.2,47.22,441.73,3210.38,-1329.61
102,2019-12-27 17:00:00,188.1,149.08,159.78,41.18,47.97,471.77,3117.31,-1601.66
103,2019-12-27 16:00:00,188.55,150.26,149.58,41.37,48.9,547.03,2863.71,-2059.57
104,2019-12-27 15:00:00,189.53,148.75,132.96,41.75,48.9,567.59,2711.05,-2029.13
105,2019-12-27 14:00:00,189.4,148.74,140.1,41.7,48.55,559.92,2848.23,-1917.73
106,2019-12-27 13:00:00,188.97,146.8,142.21,41.67,48.46,534.22,2998.5,-1813.68
107,2019-12-27 12:00:00,188.33,146.7,166.4,41.3,47.9,483.12,3463.62,-1594.3
108,2019-12-27 11:00:00,187.76,148.46,177.89,41.85,46.85,429.66,3495.54,-1074.15
109,2019-12-27 10:00:00,188.27,148.39,198.91,41.71,46.08,391.51,3966.27,-855.45
110,2019-12-27 09:00:00,187.9,147.94,237.68,41.55,45.47,376.2,4748.85,-737.35
111,2019-12-27 08:00:00,187.75,143.12,259.46,41.44,45.29,367.75,5789.85,-707.92
112,2019-12-27 07:00:00,185.99,143.41,269.62,41.6,45.49,368.9,5740.21,-717.51
113,2019-12-27 06:00:00,186.93,142.13,255.92,41.44,45.48,367.49,5732.61,-742.33
114,2019-12-27 05:00:00,185.01,141.75,228.86,41.44,45.5,371.47,4950.24,-754.08
115,2019-12-27 04:00:00,186.69,144.31,197.83,41.44,45.54,368.32,4192.02,-755.06
116,2019-12-27 03:00:00,187.08,143.81,193.21,41.64,45.6,371.21,4180.1,-735.0
117,2019-12-27 02:00:00,188.23,144.22,181.39,41.44,45.59,376.65,3991.49,-781.55
118,2019-12-27 01:00:00,187.26,143.58,177.11,41.49,45.65,375.08,3868.08,-780.17
119,2019-12-27 00:00:00,187.98,143.13,198.12,41.52,45.93,386.95,4442.84,-853.22
120,2019-12-26 23:00:00,188.32,143.73,208.07,41.49,45.87,401.75,4638.92,-879.83
121,2019-12-26 22:00:00,187.85,143.21,218.15,41.41,46.19,407.17,4869.11,-973.14
122,2019-12-26 21:00:00,188.11,141.8,204.24,41.44,46.42,415.88,4729.18,-1035.54
123,2019-12-26 20:00:00,187.87,142.99,196.23,41.49,46.91,425.8,4403.4,-1153.92
124,2019-12-26 19:00:00,188.11,144.27,200.4,41.94,46.92,416.44,4392.77,-1036.94
125,2019-12-26 18:00:00,186.15,144.8,206.49,41.94,46.92,410.65,4269.18,-1022.52
126,2019-12-26 17:00:00,187.0,145.63,193.01,41.52,46.27,406.03,3992.41,-964.32
127,2019-12-26 16:00:00,187.27,147.06,190.44,41.74,47.01,420.35,3828.8,-1107.62
128,2019-12-26 15:00:00,186.78,149.03,190.24,41.89,46.74,415.87,3590.78,-1008.48
129,2019-12-26 14:00:00,188.15,148.47,193.3,41.93,46.15,410.67,3835.07,-866.51
130,2019-12-26 13:00:00,187.88,149.12,195.54,41.55,46.26,408.39,3789.57,-961.76
131,2019-12-26 12:00:00,188.68,148.53,210.3,41.44,45.64,381.49,4221.77,-801.13
132,2019-12-26 11:00:00,188.21,146.95,232.04,41.44,45.75,384.58,4786.99,-828.77
133,2019-12-26 10:00:00,187.37,147.21,241.63,41.29,45.56,388.56,4851.93,-829.58
134,2019-12-26 09:00:00,188.43,147.67,263.85,41.79,45.65,380.89,5377.26,-735.12
135,2019-12-26 08:00:00,188.36,146.19,266.05,42.56,45.71,377.45,5609.66,-594.48
136,2019-12-26 07:00:00,188.98,144.34,278.24,41.26,45.23,383.48,6210.32,-761.21
137,2019-12-26 06:00:00,185.41,143.86,270.24,41.26,45.23,383.11,5614.24,-760.47
138,2019-12-26 05:00:00,187.91,143.06,249.14,41.29,45.25,395.13,5586.96,-782.36
139,2019-12-26 04:00:00,183.71,144.57,219.89,41.29,45.39,404.9,4303.25,-830.05
140,2019-12-26 03:00:00,186.97,143.64,184.83,41.29,45.55,397.51,4004.34,-846.7
141,2019-12-26 02:00:00,188.28,142.19,153.99,41.44,45.38,400.51,3548.7,-789.0
142,2019-12-26 01:00:00,188.67,142.3,146.08,41.3,45.46,398.91,3386.86,-829.73
143,2019-12-26 00:00:00,188.41,139.59,166.27,41.29,45.61,405.85,4058.65,-876.64
144,2019-12-25 23:00:00,187.83,139.36,163.81,41.29,45.91,417.48,3969.94,-964.38
145,2019-12-25 22:00:00,187.96,139.82,153.24,40.95,45.91,430.03,3688.49,-1066.47
146,2019-12-25 21:00:00,187.95,140.58,142.26,41.0,45.91,428.57,3369.43,-1052.14
147,2019-12-25 20:00:00,188.46,140.91,139.19,41.21,46.01,424.16,3309.24,-1017.98
148,2019-12-25 19:00:00,188.13,142.62,140.18,41.29,46.04,420.43,3189.8,-998.52
149,2019-12-25 18:00:00,187.58,139.34,134.14,41.13,46.04,430.22,3235.46,-1056.19
150,2019-12-25 17:00:00,186.0,139.97,129.47,41.29,46.42,453.27,2979.75,-1162.64
151,2019-12-25 16:00:00,185.37,140.52,116.7,41.17,46.54,463.48,2617.0,-1244.44
152,2019-12-25 15:00:00,186.14,142.03,111.83,40.95,46.97,469.94,2466.41,-1414.52
153,2019-12-25 14:00:00,190.04,143.56,101.5,41.21,47.05,495.75,2358.86,-1447.59
154,2019-12-25 13:00:00,187.76,146.02,114.63,40.78,46.9,472.2,2392.33,-1444.93
155,2019-12-25 12:00:00,188.55,145.13,132.54,41.57,46.38,441.79,2877.44,-1062.5
156,2019-12-25 11:00:00,188.32,144.1,141.41,41.22,46.07,433.36,3126.58,-1050.9
157,2019-12-25 10:00:00,188.99,144.45,145.54,41.24,46.09,440.69,3241.18,-1068.67
158,2019-12-25 09:00:00,188.09,143.13,178.78,41.15,46.04,427.23,4018.97,-1044.58
159,2019-12-25 08:00:00,186.91,142.69,194.9,41.15,46.04,431.59,4309.24,-1055.24
160,2019-12-25 07:00:00,186.9,142.41,193.0,41.15,45.66,408.88,4293.29,-922.02
161,2019-12-25 06:00:00,186.82,143.26,191.83,41.37,45.52,405.01,4178.06,-840.4
162,2019-12-25 05:00:00,187.85,144.32,172.69,41.28,45.24,409.58,3758.6,-810.97
163,2019-12-25 04:00:00,187.95,145.71,156.66,41.15,45.46,415.9,3308.66,-896.26
164,2019-12-25 03:00:00,188.5,143.58,150.99,41.15,45.54,426.71,3391.24,-936.63
165,2019-12-25 02:00:00,188.03,143.36,147.93,41.25,45.36,426.05,3304.02,-875.53
166,2019-12-25 01:00:00,188.33,143.08,137.72,41.16,45.28,403.91,3115.92,-832.05
167,2019-12-25 00:00:00,188.0,141.05,147.49,41.25,45.65,408.54,3462.33,-898.79
168,2019-12-24 23:00:00,188.04,140.01,146.74,41.0,45.96,413.89,3523.96,-1026.45
169,2019-12-24 22:00:00,188.37,140.51,138.72,41.0,46.2,432.21,3319.57,-1123.75
170,2019-12-24 21:00:00,187.91,140.99,138.58,41.22,46.2,434.6,3251.09,-1082.15
171,2019-12-24 20:00:00,188.34,141.32,133.81,41.0,46.29,437.94,3145.87,-1158.35
172,2019-12-24 19:00:00,188.15,141.96,134.56,41.0,46.62,449.59,3107.66,-1263.35
173,2019-12-24 18:00:00,188.82,141.92,132.09,41.0,46.96,455.73,3097.51,-1358.08
174,2019-12-24 17:00:00,184.55,143.4,131.66,41.24,47.15,473.96,2708.9,-1400.55
175,2019-12-24 16:00:00,185.46,144.39,120.62,41.09,47.59,495.89,2476.93,-1611.64
176,2019-12-24 15:00:00,185.81,146.51,117.38,40.93,47.82,543.14,2306.52,-1871.12
177,2019-12-24 14:00:00,186.04,147.85,113.91,40.75,48.66,556.73,2175.11,-2201.87
178,2019-12-24 13:00:00,191.92,147.19,110.68,41.41,48.72,582.77,2475.36,-2130.02
179,2019-12-24 12:00:00,190.41,146.62,123.88,41.29,48.55,539.95,2712.35,-1960.02
180,2019-12-24 11:00:00,189.44,147.42,133.98,41.38,47.76,510.45,2814.92,-1628.34
181,2019-12-24 10:00:00,187.85,149.63,182.67,41.74,46.71,457.59,3490.82,-1137.11
182,2019-12-24 09:00:00,188.24,146.85,198.02,41.26,46.59,438.0,4098.02,-1167.27
183,2019-12-24 08:00:00,188.36,144.21,210.5,41.11,46.28,418.96,4646.79,-1083.01
184,2019-12-24 07:00:00,186.59,141.52,218.31,41.24,46.2,425.53,4919.62,-1055.31
185,2019-12-24 06:00:00,186.18,142.86,200.3,41.24,46.13,421.47,4338.5,-1030.49
186,2019-12-24 05:00:00,187.55,142.85,177.7,41.24,45.7,426.83,3971.6,-951.83
187,2019-12-24 04:00:00,187.99,143.92,159.36,41.24,45.7,422.76,3511.5,-942.75
188,2019-12-24 03:00:00,188.25,143.25,151.15,41.24,45.7,429.8,3400.88,-958.45
189,2019-12-24 02:00:00,188.11,143.76,144.28,40.83,45.7,422.78,3199.41,-1029.47
190,2019-12-24 01:00:00,188.35,142.28,136.6,41.16,45.97,414.78,3146.58,-997.55
191,2019-12-24 00:00:00,188.28,142.84,145.26,41.47,46.47,426.43,3300.31,-1066.08
192,2019-12-23 23:00:00,188.34,141.38,150.92,41.1,46.71,439.41,3543.6,-1232.55
193,2019-12-23 22:00:00,187.96,141.91,159.88,41.44,46.71,438.96,3681.24,-1156.66
194,2019-12-23 21:00:00,188.13,142.74,149.48,41.23,46.82,436.57,3392.45,-1220.21
195,2019-12-23 20:00:00,188.34,141.93,146.04,41.21,46.71,444.85,3388.86,-1223.34
196,2019-12-23 19:00:00,188.32,143.91,159.57,41.25,46.71,455.91,3543.25,-1244.63
197,2019-12-23 18:00:00,187.97,146.86,174.42,41.1,46.71,460.37,3585.2,-1291.34
198,2019-12-23 17:00:00,188.22,147.74,161.99,41.15,46.97,474.89,3278.68,-1381.93
199,2019-12-23 16:00:00,187.72,145.96,157.1,41.25,47.0,469.42,3280.25,-1349.58
200,2019-12-23 15:00:00,188.55,145.13,140.15,41.02,47.02,471.63,3042.66,-1414.89
201,2019-12-23 14:00:00,188.27,146.72,150.78,41.2,47.2,500.21,3132.45,-1500.63
202,2019-12-23 13:00:00,188.68,146.81,160.72,40.89,47.21,462.62,3364.67,-1461.88
203,2019-12-23 12:00:00,187.88,144.65,153.3,41.05,47.42,461.93,3313.58,-1471.25
204,2019-12-23 11:00:00,188.47,146.43,159.55,41.28,47.68,453.21,3353.74,-1450.27
205,2019-12-23 10:00:00,188.8,145.76,158.75,41.23,47.33,418.29,3416.3,-1275.78
206,2019-12-23 09:00:00,188.49,143.32,174.44,42.16,47.03,411.59,3939.73,-1002.22
207,2019-12-23 08:00:00,188.11,141.81,178.61,42.92,46.89,402.9,4134.82,-799.76
208,2019-12-23 07:00:00,187.9,142.11,176.7,41.67,46.66,406.36,4045.55,-1013.87
209,2019-12-23 06:00:00,187.89,143.85,170.89,42.23,46.65,399.44,3763.0,-882.76
210,2019-12-23 05:00:00,188.17,144.85,157.75,41.89,46.45,411.52,3416.86,-938.27
211,2019-12-23 04:00:00,187.82,143.85,147.24,41.81,46.37,397.47,3237.07,-906.23
212,2019-12-23 03:00:00,188.35,144.91,134.44,42.0,46.26,384.9,2920.04,-819.84
213,2019-12-23 02:00:00,188.84,141.36,122.27,41.99,46.41,402.22,2902.69,-888.91
214,2019-12-23 01:00:00,186.22,138.95,124.97,42.19,46.15,391.62,2953.67,-775.41
215,2019-12-23 00:00:00,184.33,137.4,124.21,41.67,46.87,406.41,2914.59,-1056.67
216,2019-12-22 23:00:00,185.45,139.55,117.27,41.85,47.59,452.36,2691.35,-1298.27
217,2019-12-22 22:00:00,186.85,141.53,112.54,41.49,48.11,483.66,2550.16,-1600.91
218,2019-12-22 21:00:00,185.99,140.35,108.19,41.75,48.64,525.75,2468.9,-1811.21
219,2019-12-22 20:00:00,187.84,143.87,96.65,41.95,48.96,556.14,2124.85,-1949.27
220,2019-12-22 19:00:00,187.76,147.76,97.27,41.84,48.78,577.54,1945.4,-2004.06
221,2019-12-22 18:00:00,187.31,147.59,103.85,41.66,48.8,558.74,2062.46,-1994.7
222,2019-12-22 17:00:00,188.0,149.29,101.08,41.61,49.25,608.75,1956.4,-2325.43
223,2019-12-22 16:00:00,186.9,150.05,109.44,41.77,49.84,657.24,2016.43,-2651.96
224,2019-12-22 15:00:00,187.82,148.65,95.77,41.92,50.17,684.76,1875.66,-2824.64
225,2019-12-22 14:00:00,187.43,144.83,88.26,41.84,50.33,694.88,1879.94,-2949.77
226,2019-12-22 13:00:00,188.21,148.99,93.01,41.62,50.26,673.56,1823.93,-2909.78
227,2019-12-22 12:00:00,190.28,152.24,104.27,42.33,50.03,647.84,1983.22,-2494.18
228,2019-12-22 11:00:00,193.08,151.16,116.09,42.13,49.58,565.6,2433.25,-2106.86
229,2019-12-22 10:00:00,188.78,149.82,148.73,42.43,47.87,481.85,2897.26,-1310.63
230,2019-12-22 09:00:00,188.35,144.01,129.82,42.14,47.53,440.9,2878.11,-1188.23
231,2019-12-22 08:00:00,188.45,142.64,128.62,41.87,47.01,404.05,2946.04,-1038.41
232,2019-12-22 07:00:00,188.37,142.26,129.75,41.69,46.87,388.66,2991.39,-1006.63
233,2019-12-22 06:00:00,186.66,140.7,128.81,42.04,46.76,380.2,2960.05,-897.27
234,2019-12-22 05:00:00,186.1,142.15,115.08,42.18,46.1,381.28,2528.88,-747.31
235,2019-12-22 04:00:00,187.3,141.67,101.71,41.71,45.93,372.62,2320.51,-786.23
236,2019-12-22 03:00:00,187.24,142.66,97.98,41.85,46.43,383.34,2183.97,-877.85
237,2019-12-22 02:00:00,188.18,141.56,91.29,42.05,46.6,396.04,2127.97,-900.99
238,2019-12-22 01:00:00,187.9,139.47,94.88,41.67,46.62,401.77,2297.52,-994.38
239,2019-12-22 00:00:00,187.79,138.32,92.21,41.61,48.59,437.42,2280.81,-1526.6
240,2019-12-21 23:00:00,188.33,138.95,92.58,41.99,48.52,495.7,2285.8,-1618.46
241,2019-12-21 22:00:00,187.15,139.9,103.55,41.4,48.87,492.3,2446.37,-1838.74
242,2019-12-21 21:00:00,186.53,141.89,103.32,41.63,48.99,528.31,2306.1,-1944.18
243,2019-12-21 20:00:00,188.14,141.87,88.76,41.55,49.47,560.53,2053.46,-2219.7
244,2019-12-21 19:00:00,187.73,143.92,94.01,41.91,50.02,587.22,2059.29,-2381.18
245,2019-12-21 18:00:00,188.36,145.85,91.03,42.03,50.45,633.97,1934.84,-2669.01
246,2019-12-21 17:00:00,188.57,146.15,81.35,42.03,50.67,698.64,1725.43,-3018.12
247,2019-12-21 16:00:00,191.27,145.8,75.05,41.79,50.86,767.03,1706.26,-3478.48
248,2019-12-21 15:00:00,189.2,146.95,78.75,41.95,50.86,831.93,1663.59,-3706.25
249,2019-12-21 14:00:00,190.15,146.74,77.94,41.6,50.86,807.55,1691.69,-3738.96
250,2019-12-21 13:00:00,188.42,146.1,87.03,41.8,50.93,776.21,1841.55,-3543.4
251,2019-12-21 12:00:00,187.78,145.48,94.64,41.87,50.38,709.05,2001.64,-3017.01
252,2019-12-21 11:00:00,186.76,147.56,107.47,41.91,49.84,612.0,2106.41,-2426.58
253,2019-12-21 10:00:00,191.4,145.62,111.32,42.6,49.04,541.71,2548.11,-1744.31
254,2019-12-21 09:00:00,189.37,144.08,123.1,43.38,47.93,504.64,2787.6,-1148.06
255,2019-12-21 08:00:00,188.99,143.16,124.94,42.08,47.73,466.46,2863.0,-1317.75
256,2019-12-21 07:00:00,188.54,141.33,129.84,41.79,47.33,448.53,3064.87,-1242.43
257,2019-12-21 06:00:00,185.96,143.01,134.76,41.96,47.62,404.65,2893.97,-1145.16
258,2019-12-21 05:00:00,185.64,145.19,119.24,41.87,46.94,414.92,2411.63,-1051.82
259,2019-12-21 04:00:00,186.27,144.6,115.0,41.69,46.71,394.01,2396.03,-988.97
260,2019-12-21 03:00:00,186.96,144.77,105.77,42.48,46.75,402.87,2231.22,-860.13
261,2019-12-21 02:00:00,186.81,144.87,101.78,41.65,47.02,400.54,2134.33,-1075.45
262,2019-12-21 01:00:00,188.53,145.58,98.01,41.72,47.69,420.35,2104.76,-1254.74
263,2019-12-21 00:00:00,187.49,142.39,103.48,41.89,48.45,451.89,2333.47,-1482.2
264,2019-12-20 23:00:00,187.46,141.76,106.79,41.82,48.6,524.93,2440.15,-1779.51
265,2019-12-20 22:00:00,185.87,140.12,113.84,41.41,49.04,532.24,2604.09,-2030.5
266,2019-12-20 21:00:00,187.67,139.33,96.07,41.9,49.39,558.98,2322.01,-2093.38
267,2019-12-20 20:00:00,187.5,142.95,96.81,41.78,49.92,611.38,2156.44,-2488.32
268,2019-12-20 19:00:00,186.03,148.54,113.24,41.9,50.2,651.74,2122.68,-2704.72
269,2019-12-20 18:00:00,189.53,153.57,98.13,41.9,50.5,710.79,1764.38,-3056.4
270,2019-12-20 17:00:00,190.85,154.57,91.69,41.85,51.02,779.78,1663.26,-3575.29
271,2019-12-20 16:00:00,193.77,154.24,84.5,41.73,51.29,826.82,1670.14,-3952.2
272,2019-12-20 15:00:00,191.79,153.17,84.97,41.73,51.43,861.49,1640.77,-4178.23
273,2019-12-20 14:00:00,190.35,154.39,93.42,42.03,51.36,837.97,1679.69,-3909.13
274,2019-12-20 13:00:00,187.63,153.87,104.49,42.03,50.74,784.25,1763.79,-3415.41
275,2019-12-20 12:00:00,194.13,152.04,115.3,41.66,50.63,707.65,2426.49,-3173.81
276,2019-12-20 11:00:00,190.88,150.25,126.62,42.29,49.68,630.62,2572.29,-2330.14
277,2019-12-20 10:00:00,189.25,150.25,149.59,42.06,48.53,550.78,2917.0,-1781.77
278,2019-12-20 09:00:00,188.59,147.49,168.09,42.03,47.69,489.97,3454.25,-1386.62
279,2019-12-20 08:00:00,188.29,144.63,180.82,41.79,47.2,404.42,3947.3,-1093.96
