Time ,UVO HHWS Temp,UVO HHWR Temp,UVO HHW ret Flow ,UVO CHWS Temp,UVO CHWR Temp,UVO CHW Ret Flow
12/31/19 11:00 PM,185.52,140.68,117.35,42.01,47.05,385.02
12/31/19 10:00 PM,186.41,140.45,112.65,41.59,47.62,408.43
12/31/19 9:00 PM,186.74,141.2,108.01,41.76,48.51,437.7
12/31/19 8:00 PM,186.76,142.48,108.86,41.42,48.6,455.53
12/31/19 7:00 PM,186.68,142.77,104.45,41.64,49.3,513.55
12/31/19 6:00 PM,187.66,142.92,81.58,41.78,50.15,595.18
12/31/19 5:00 PM,189.18,142.52,74.42,41.86,50.71,692.59
12/31/19 4:00 PM,189.05,142.38,75.3,41.85,51.22,745.5
12/31/19 3:00 PM,189.07,142.91,74.5,41.96,51.19,750.62
12/31/19 2:00 PM,188.88,143.88,76.96,41.9,51,733.84
12/31/19 1:00 PM,188.01,143.18,88.79,42,50.86,685.29
12/31/19 12:00 PM,191.89,145.62,101.78,42.17,50.33,614.21
12/31/19 11:00 AM,190.97,146.97,119.13,42.01,49.47,568.69
12/31/19 10:00 AM,188.2,148.62,151.55,41.91,48.46,501.24
12/31/19 9:00 AM,189.16,145.48,163,41.81,46.77,424.44
12/31/19 8:00 AM,187.04,144.59,195,42.04,45.88,395.21
12/31/19 7:00 AM,187.28,144.06,190.12,41.38,45.67,361.46
12/31/19 6:00 AM,187.74,143.46,182.69,41.96,45.71,355.83
12/31/19 5:00 AM,187.74,144.16,164.48,41.39,45.58,352.55
12/31/19 4:00 AM,188.49,144.97,150,41.59,45.73,349.43
12/31/19 3:00 AM,188,143.92,147.7,42.1,45.49,348.68
12/31/19 2:00 AM,188.01,143.72,135.19,41.84,45.21,335.96
12/31/19 1:00 AM,189.03,143.84,129.59,41.46,45.4,333.16
12/31/19 12:00 AM,188.46,143.39,132.12,41.77,46.19,351.38
12/30/19 11:00 PM,188.68,143.7,140.33,42.23,46.35,367.75
12/30/19 10:00 PM,188.25,143.64,145.44,41.67,46.5,382.6
12/30/19 9:00 PM,188.01,144.3,144.32,41.61,47.4,401.73
12/30/19 8:00 PM,188.4,144.9,135.5,41.5,48.08,431.77
12/30/19 7:00 PM,189.34,148.71,138.79,42.23,47.86,428.48
12/30/19 6:00 PM,190.38,152.83,141.21,42.99,49.25,487.75
12/30/19 5:00 PM,191.34,153.04,134.91,42.92,49.32,501.01
12/30/19 4:00 PM,190.9,155.18,148.58,42.14,49.24,531.73
12/30/19 3:00 PM,190.29,152.81,140.23,42.15,48.98,542.27
12/30/19 2:00 PM,189.42,149.67,138.7,41.69,48.16,467.92
12/30/19 1:00 PM,188.64,149.02,156.37,41.88,48.44,451.54
12/30/19 12:00 PM,188.51,149.3,167.82,41.85,48.31,444.5
12/30/19 11:00 AM,187.89,147.75,190.73,43.2,47.49,420.19
12/30/19 10:00 AM,187.4,145.26,188.58,41.67,47.13,424.15
12/30/19 9:00 AM,187.89,144.88,184.4,41.87,46.53,403.33
12/30/19 8:00 AM,188.05,143.93,184.91,42.95,45.96,379.89
12/30/19 7:00 AM,187.27,143.33,192.23,41.45,45.42,369.98
12/30/19 6:00 AM,187.39,143.25,185.17,41.45,45.47,367.51
12/30/19 5:00 AM,187.9,143.37,167.06,41.45,45.3,371.16
12/30/19 4:00 AM,188.06,144.51,151.48,41.45,45.26,343.32
12/30/19 3:00 AM,187.78,144.18,144.53,41.45,45.43,349.69
12/30/19 2:00 AM,188.64,144.49,133.16,41.39,45.37,349.57
12/30/19 1:00 AM,189.02,143.02,128.4,41.29,45.39,350.82
12/30/19 12:00 AM,188.04,143.61,146.9,41.51,45.84,362.85
12/29/19 11:00 PM,188.5,143.65,149.67,41.45,46.07,374.77
12/29/19 10:00 PM,187.94,143.9,162.13,41.45,46.4,394.06
12/29/19 9:00 PM,188.33,142.74,152.66,41.45,46.8,414.79
12/29/19 8:00 PM,187.88,141.76,142.2,41.45,46.85,426.6
12/29/19 7:00 PM,188.17,144.38,148.67,41.45,46.86,435.04
12/29/19 6:00 PM,188.13,147.59,155.84,41.45,47.17,434.25
12/29/19 5:00 PM,188.39,148.76,148.19,41.49,47.84,459
12/29/19 4:00 PM,189.2,148.15,138.17,41.32,48.3,485.13
12/29/19 3:00 PM,188.94,149.28,143.78,41.54,48.37,503.25
12/29/19 2:00 PM,188.34,148.68,149.29,41.7,48.19,488.93
12/29/19 1:00 PM,188.58,149.58,162.2,41.31,47.94,463.53
12/29/19 12:00 PM,188.26,148.84,183.51,41.7,47.42,441.81
12/29/19 11:00 AM,187.76,146.53,192.3,41.76,46.49,407.41
12/29/19 10:00 AM,185.43,143.96,204.14,41.38,45.49,354.21
12/29/19 9:00 AM,186.83,143.84,193.4,41.77,45.7,368.53
12/29/19 8:00 AM,188.07,142.92,212.41,41.53,45.56,364.81
12/29/19 7:00 AM,188.43,141.95,220.92,41.69,45.59,365.03
12/29/19 6:00 AM,184.75,140.74,222.58,41.64,45.66,377.11
12/29/19 5:00 AM,186.23,142.45,201.79,41.62,45.42,373.3
12/29/19 4:00 AM,187.04,142.76,182.12,41.62,45.34,368.41
12/29/19 3:00 AM,188.64,141.91,162.35,41.62,45.34,369.36
12/29/19 2:00 AM,187.78,141.21,152.81,41.62,45.41,370.11
12/29/19 1:00 AM,188.11,139.87,139.59,41.62,45.36,367.39
12/29/19 12:00 AM,187.93,140.03,143.64,41.62,45.76,374.97
12/28/19 11:00 PM,188.76,141.76,141.94,41.62,46.11,380.3
12/28/19 10:00 PM,188.3,142.06,157.49,41.62,46.18,380.67
12/28/19 9:00 PM,187.8,141.36,145.71,41.62,46.74,398.44
12/28/19 8:00 PM,188.39,141.07,135.56,41.54,46.94,412.2
12/28/19 7:00 PM,188.85,145.4,138.8,41.48,47.05,448.01
12/28/19 6:00 PM,188.3,147.4,150.18,41.29,47.74,446.23
12/28/19 5:00 PM,189.97,150.29,131.03,41.22,48.26,474.65
12/28/19 4:00 PM,191.03,149.24,129.49,41.33,48.95,535.35
12/28/19 3:00 PM,189.97,149.12,131.65,41.88,48.98,544.74
12/28/19 2:00 PM,188.44,148.91,151.56,41.76,48.67,500.87
12/28/19 1:00 PM,188.55,146.95,148.18,41.52,48,497.51
12/28/19 12:00 PM,188.19,148.38,168.37,41.44,47.46,470.11
12/28/19 11:00 AM,188.18,147.16,180.48,41.72,46.27,422.88
12/28/19 10:00 AM,187.38,146.66,184.75,41.58,45.94,381.65
12/28/19 9:00 AM,188.48,145.08,207.52,41.65,45.46,368.65
12/28/19 8:00 AM,188.07,143.27,238.49,41.62,45.46,367.56
12/28/19 7:00 AM,187.21,143.76,251.69,41.62,45.5,370.12
12/28/19 6:00 AM,187.74,142.87,230.15,41.62,45.71,372.39
12/28/19 5:00 AM,187.35,142.05,222.81,41.62,45.59,374.54
12/28/19 4:00 AM,186.55,142.54,196.41,41.55,45.45,368.65
12/28/19 3:00 AM,187.08,143.03,187.68,41.64,45.39,367.72
12/28/19 2:00 AM,187.81,142.57,175.52,41.62,45.32,369.26
12/28/19 1:00 AM,188.51,142.07,166.21,41.46,45.29,367.57
12/28/19 12:00 AM,188.12,142.08,175.59,41.62,45.65,373.59
12/27/19 11:00 PM,188.24,141.65,172.38,41.62,45.75,375.75
12/27/19 10:00 PM,187.77,140.48,176.48,41.38,45.91,381.6
12/27/19 9:00 PM,187.92,140.91,164.16,41.73,46.78,410.33
12/27/19 8:00 PM,187.9,141.33,156.36,41.7,46.53,409.42
12/27/19 7:00 PM,188.25,145.62,166.18,41.4,46.92,431.39
12/27/19 6:00 PM,188.16,148.22,160.76,41.2,47.22,441.73
12/27/19 5:00 PM,188.1,149.08,159.78,41.18,47.97,471.77
12/27/19 4:00 PM,188.55,150.26,149.58,41.37,48.9,547.03
12/27/19 3:00 PM,189.53,148.75,132.96,41.75,48.9,567.59
12/27/19 2:00 PM,189.4,148.74,140.1,41.7,48.55,559.92
12/27/19 1:00 PM,188.97,146.8,142.21,41.67,48.46,534.22
12/27/19 12:00 PM,188.33,146.7,166.4,41.3,47.9,483.12
12/27/19 11:00 AM,187.76,148.46,177.89,41.85,46.85,429.66
12/27/19 10:00 AM,188.27,148.39,198.91,41.71,46.08,391.51
12/27/19 9:00 AM,187.9,147.94,237.68,41.55,45.47,376.2
12/27/19 8:00 AM,187.75,143.12,259.46,41.44,45.29,367.75
12/27/19 7:00 AM,185.99,143.41,269.62,41.6,45.49,368.9
12/27/19 6:00 AM,186.93,142.13,255.92,41.44,45.48,367.49
12/27/19 5:00 AM,185.01,141.75,228.86,41.44,45.5,371.47
12/27/19 4:00 AM,186.69,144.31,197.83,41.44,45.54,368.32
12/27/19 3:00 AM,187.08,143.81,193.21,41.64,45.6,371.21
12/27/19 2:00 AM,188.23,144.22,181.39,41.44,45.59,376.65
12/27/19 1:00 AM,187.26,143.58,177.11,41.49,45.65,375.08
12/27/19 12:00 AM,187.98,143.13,198.12,41.52,45.93,386.95
12/26/19 11:00 PM,188.32,143.73,208.07,41.49,45.87,401.75
12/26/19 10:00 PM,187.85,143.21,218.15,41.41,46.19,407.17
12/26/19 9:00 PM,188.11,141.8,204.24,41.44,46.42,415.88
12/26/19 8:00 PM,187.87,142.99,196.23,41.49,46.91,425.8
12/26/19 7:00 PM,188.11,144.27,200.4,41.94,46.92,416.44
12/26/19 6:00 PM,186.15,144.8,206.49,41.94,46.92,410.65
12/26/19 5:00 PM,187,145.63,193.01,41.52,46.27,406.03
12/26/19 4:00 PM,187.27,147.06,190.44,41.74,47.01,420.35
12/26/19 3:00 PM,186.78,149.03,190.24,41.89,46.74,415.87
12/26/19 2:00 PM,188.15,148.47,193.3,41.93,46.15,410.67
12/26/19 1:00 PM,187.88,149.12,195.54,41.55,46.26,408.39
12/26/19 12:00 PM,188.68,148.53,210.3,41.44,45.64,381.49
12/26/19 11:00 AM,188.21,146.95,232.04,41.44,45.75,384.58
12/26/19 10:00 AM,187.37,147.21,241.63,41.29,45.56,388.56
12/26/19 9:00 AM,188.43,147.67,263.85,41.79,45.65,380.89
12/26/19 8:00 AM,188.36,146.19,266.05,42.56,45.71,377.45
12/26/19 7:00 AM,188.98,144.34,278.24,41.26,45.23,383.48
12/26/19 6:00 AM,185.41,143.86,270.24,41.26,45.23,383.11
12/26/19 5:00 AM,187.91,143.06,249.14,41.29,45.25,395.13
12/26/19 4:00 AM,183.71,144.57,219.89,41.29,45.39,404.9
12/26/19 3:00 AM,186.97,143.64,184.83,41.29,45.55,397.51
12/26/19 2:00 AM,188.28,142.19,153.99,41.44,45.38,400.51
12/26/19 1:00 AM,188.67,142.3,146.08,41.3,45.46,398.91
12/26/19 12:00 AM,188.41,139.59,166.27,41.29,45.61,405.85
12/25/19 11:00 PM,187.83,139.36,163.81,41.29,45.91,417.48
12/25/19 10:00 PM,187.96,139.82,153.24,40.95,45.91,430.03
12/25/19 9:00 PM,187.95,140.58,142.26,41,45.91,428.57
12/25/19 8:00 PM,188.46,140.91,139.19,41.21,46.01,424.16
12/25/19 7:00 PM,188.13,142.62,140.18,41.29,46.04,420.43
12/25/19 6:00 PM,187.58,139.34,134.14,41.13,46.04,430.22
12/25/19 5:00 PM,186,139.97,129.47,41.29,46.42,453.27
12/25/19 4:00 PM,185.37,140.52,116.7,41.17,46.54,463.48
12/25/19 3:00 PM,186.14,142.03,111.83,40.95,46.97,469.94
12/25/19 2:00 PM,190.04,143.56,101.5,41.21,47.05,495.75
12/25/19 1:00 PM,187.76,146.02,114.63,40.78,46.9,472.2
12/25/19 12:00 PM,188.55,145.13,132.54,41.57,46.38,441.79
12/25/19 11:00 AM,188.32,144.1,141.41,41.22,46.07,433.36
12/25/19 10:00 AM,188.99,144.45,145.54,41.24,46.09,440.69
12/25/19 9:00 AM,188.09,143.13,178.78,41.15,46.04,427.23
12/25/19 8:00 AM,186.91,142.69,194.9,41.15,46.04,431.59
12/25/19 7:00 AM,186.9,142.41,193,41.15,45.66,408.88
12/25/19 6:00 AM,186.82,143.26,191.83,41.37,45.52,405.01
12/25/19 5:00 AM,187.85,144.32,172.69,41.28,45.24,409.58
12/25/19 4:00 AM,187.95,145.71,156.66,41.15,45.46,415.9
12/25/19 3:00 AM,188.5,143.58,150.99,41.15,45.54,426.71
12/25/19 2:00 AM,188.03,143.36,147.93,41.25,45.36,426.05
12/25/19 1:00 AM,188.33,143.08,137.72,41.16,45.28,403.91
12/25/19 12:00 AM,188,141.05,147.49,41.25,45.65,408.54
12/24/19 11:00 PM,188.04,140.01,146.74,41,45.96,413.89
12/24/19 10:00 PM,188.37,140.51,138.72,41,46.2,432.21
12/24/19 9:00 PM,187.91,140.99,138.58,41.22,46.2,434.6
12/24/19 8:00 PM,188.34,141.32,133.81,41,46.29,437.94
12/24/19 7:00 PM,188.15,141.96,134.56,41,46.62,449.59
12/24/19 6:00 PM,188.82,141.92,132.09,41,46.96,455.73
12/24/19 5:00 PM,184.55,143.4,131.66,41.24,47.15,473.96
12/24/19 4:00 PM,185.46,144.39,120.62,41.09,47.59,495.89
12/24/19 3:00 PM,185.81,146.51,117.38,40.93,47.82,543.14
12/24/19 2:00 PM,186.04,147.85,113.91,40.75,48.66,556.73
12/24/19 1:00 PM,191.92,147.19,110.68,41.41,48.72,582.77
12/24/19 12:00 PM,190.41,146.62,123.88,41.29,48.55,539.95
12/24/19 11:00 AM,189.44,147.42,133.98,41.38,47.76,510.45
12/24/19 10:00 AM,187.85,149.63,182.67,41.74,46.71,457.59
12/24/19 9:00 AM,188.24,146.85,198.02,41.26,46.59,438
12/24/19 8:00 AM,188.36,144.21,210.5,41.11,46.28,418.96
12/24/19 7:00 AM,186.59,141.52,218.31,41.24,46.2,425.53
12/24/19 6:00 AM,186.18,142.86,200.3,41.24,46.13,421.47
12/24/19 5:00 AM,187.55,142.85,177.7,41.24,45.7,426.83
12/24/19 4:00 AM,187.99,143.92,159.36,41.24,45.7,422.76
12/24/19 3:00 AM,188.25,143.25,151.15,41.24,45.7,429.8
12/24/19 2:00 AM,188.11,143.76,144.28,40.83,45.7,422.78
12/24/19 1:00 AM,188.35,142.28,136.6,41.16,45.97,414.78
12/24/19 12:00 AM,188.28,142.84,145.26,41.47,46.47,426.43
12/23/19 11:00 PM,188.34,141.38,150.92,41.1,46.71,439.41
12/23/19 10:00 PM,187.96,141.91,159.88,41.44,46.71,438.96
12/23/19 9:00 PM,188.13,142.74,149.48,41.23,46.82,436.57
12/23/19 8:00 PM,188.34,141.93,146.04,41.21,46.71,444.85
12/23/19 7:00 PM,188.32,143.91,159.57,41.25,46.71,455.91
12/23/19 6:00 PM,187.97,146.86,174.42,41.1,46.71,460.37
12/23/19 5:00 PM,188.22,147.74,161.99,41.15,46.97,474.89
12/23/19 4:00 PM,187.72,145.96,157.1,41.25,47,469.42
12/23/19 3:00 PM,188.55,145.13,140.15,41.02,47.02,471.63
12/23/19 2:00 PM,188.27,146.72,150.78,41.2,47.2,500.21
12/23/19 1:00 PM,188.68,146.81,160.72,40.89,47.21,462.62
12/23/19 12:00 PM,187.88,144.65,153.3,41.05,47.42,461.93
12/23/19 11:00 AM,188.47,146.43,159.55,41.28,47.68,453.21
12/23/19 10:00 AM,188.8,145.76,158.75,41.23,47.33,418.29
12/23/19 9:00 AM,188.49,143.32,174.44,42.16,47.03,411.59
12/23/19 8:00 AM,188.11,141.81,178.61,42.92,46.89,402.9
12/23/19 7:00 AM,187.9,142.11,176.7,41.67,46.66,406.36
12/23/19 6:00 AM,187.89,143.85,170.89,42.23,46.65,399.44
12/23/19 5:00 AM,188.17,144.85,157.75,41.89,46.45,411.52
12/23/19 4:00 AM,187.82,143.85,147.24,41.81,46.37,397.47
12/23/19 3:00 AM,188.35,144.91,134.44,42,46.26,384.9
12/23/19 2:00 AM,188.84,141.36,122.27,41.99,46.41,402.22
12/23/19 1:00 AM,186.22,138.95,124.97,42.19,46.15,391.62
12/23/19 12:00 AM,184.33,137.4,124.21,41.67,46.87,406.41
12/22/19 11:00 PM,185.45,139.55,117.27,41.85,47.59,452.36
12/22/19 10:00 PM,186.85,141.53,112.54,41.49,48.11,483.66
12/22/19 9:00 PM,185.99,140.35,108.19,41.75,48.64,525.75
12/22/19 8:00 PM,187.84,143.87,96.65,41.95,48.96,556.14
12/22/19 7:00 PM,187.76,147.76,97.27,41.84,48.78,577.54
12/22/19 6:00 PM,187.31,147.59,103.85,41.66,48.8,558.74
12/22/19 5:00 PM,188,149.29,101.08,41.61,49.25,608.75
12/22/19 4:00 PM,186.9,150.05,109.44,41.77,49.84,657.24
12/22/19 3:00 PM,187.82,148.65,95.77,41.92,50.17,684.76
12/22/19 2:00 PM,187.43,144.83,88.26,41.84,50.33,694.88
12/22/19 1:00 PM,188.21,148.99,93.01,41.62,50.26,673.56
12/22/19 12:00 PM,190.28,152.24,104.27,42.33,50.03,647.84
12/22/19 11:00 AM,193.08,151.16,116.09,42.13,49.58,565.6
12/22/19 10:00 AM,188.78,149.82,148.73,42.43,47.87,481.85
12/22/19 9:00 AM,188.35,144.01,129.82,42.14,47.53,440.9
12/22/19 8:00 AM,188.45,142.64,128.62,41.87,47.01,404.05
12/22/19 7:00 AM,188.37,142.26,129.75,41.69,46.87,388.66
12/22/19 6:00 AM,186.66,140.7,128.81,42.04,46.76,380.2
12/22/19 5:00 AM,186.1,142.15,115.08,42.18,46.1,381.28
12/22/19 4:00 AM,187.3,141.67,101.71,41.71,45.93,372.62
12/22/19 3:00 AM,187.24,142.66,97.98,41.85,46.43,383.34
12/22/19 2:00 AM,188.18,141.56,91.29,42.05,46.6,396.04
12/22/19 1:00 AM,187.9,139.47,94.88,41.67,46.62,401.77
12/22/19 12:00 AM,187.79,138.32,92.21,41.61,48.59,437.42
12/21/19 11:00 PM,188.33,138.95,92.58,41.99,48.52,495.7
12/21/19 10:00 PM,187.15,139.9,103.55,41.4,48.87,492.3
12/21/19 9:00 PM,186.53,141.89,103.32,41.63,48.99,528.31
12/21/19 8:00 PM,188.14,141.87,88.76,41.55,49.47,560.53
12/21/19 7:00 PM,187.73,143.92,94.01,41.91,50.02,587.22
12/21/19 6:00 PM,188.36,145.85,91.03,42.03,50.45,633.97
12/21/19 5:00 PM,188.57,146.15,81.35,42.03,50.67,698.64
12/21/19 4:00 PM,191.27,145.8,75.05,41.79,50.86,767.03
12/21/19 3:00 PM,189.2,146.95,78.75,41.95,50.86,831.93
12/21/19 2:00 PM,190.15,146.74,77.94,41.6,50.86,807.55
12/21/19 1:00 PM,188.42,146.1,87.03,41.8,50.93,776.21
12/21/19 12:00 PM,187.78,145.48,94.64,41.87,50.38,709.05
12/21/19 11:00 AM,186.76,147.56,107.47,41.91,49.84,612
12/21/19 10:00 AM,191.4,145.62,111.32,42.6,49.04,541.71
12/21/19 9:00 AM,189.37,144.08,123.1,43.38,47.93,504.64
12/21/19 8:00 AM,188.99,143.16,124.94,42.08,47.73,466.46
12/21/19 7:00 AM,188.54,141.33,129.84,41.79,47.33,448.53
12/21/19 6:00 AM,185.96,143.01,134.76,41.96,47.62,404.65
12/21/19 5:00 AM,185.64,145.19,119.24,41.87,46.94,414.92
12/21/19 4:00 AM,186.27,144.6,115,41.69,46.71,394.01
12/21/19 3:00 AM,186.96,144.77,105.77,42.48,46.75,402.87
12/21/19 2:00 AM,186.81,144.87,101.78,41.65,47.02,400.54
12/21/19 1:00 AM,188.53,145.58,98.01,41.72,47.69,420.35
12/21/19 12:00 AM,187.49,142.39,103.48,41.89,48.45,451.89
12/20/19 11:00 PM,187.46,141.76,106.79,41.82,48.6,524.93
12/20/19 10:00 PM,185.87,140.12,113.84,41.41,49.04,532.24
12/20/19 9:00 PM,187.67,139.33,96.07,41.9,49.39,558.98
12/20/19 8:00 PM,187.5,142.95,96.81,41.78,49.92,611.38
12/20/19 7:00 PM,186.03,148.54,113.24,41.9,50.2,651.74
12/20/19 6:00 PM,189.53,153.57,98.13,41.9,50.5,710.79
12/20/19 5:00 PM,190.85,154.57,91.69,41.85,51.02,779.78
12/20/19 4:00 PM,193.77,154.24,84.5,41.73,51.29,826.82
12/20/19 3:00 PM,191.79,153.17,84.97,41.73,51.43,861.49
12/20/19 2:00 PM,190.35,154.39,93.42,42.03,51.36,837.97
12/20/19 1:00 PM,187.63,153.87,104.49,42.03,50.74,784.25
12/20/19 12:00 PM,194.13,152.04,115.3,41.66,50.63,707.65
12/20/19 11:00 AM,190.88,150.25,126.62,42.29,49.68,630.62
12/20/19 10:00 AM,189.25,150.25,149.59,42.06,48.53,550.78
12/20/19 9:00 AM,188.59,147.49,168.09,42.03,47.69,489.97
12/20/19 8:00 AM,188.29,144.63,180.82,41.79,47.2,404.42
12/20/19 7:00 AM,187.19,143.53,190.46,42.07,46.63,384.98
12/20/19 6:00 AM,187.88,144.21,172.5,42.13,46.46,373.31
12/20/19 5:00 AM,187.63,145.04,153.3,41.64,46.29,376.6
12/20/19 4:00 AM,188.47,147.28,145.07,42.16,46.44,380.01
12/20/19 3:00 AM,188.53,146.47,139.93,41.97,46.47,386.53
12/20/19 2:00 AM,189.19,147.28,132.38,41.9,46.41,390.11
12/20/19 1:00 AM,189.4,146.13,131.63,41.67,46.13,379.29
12/20/19 12:00 AM,188.94,145.14,131.03,41.62,47.16,403.19
12/19/19 11:00 PM,188.95,144.31,131.86,42.09,47.48,446.05
12/19/19 10:00 PM,189.39,144.33,131,41.78,47.52,446.54
12/19/19 9:00 PM,186.58,145.36,133.82,41.71,47.9,464.96
12/19/19 8:00 PM,189.9,147.44,125.43,41.91,47.9,462.58
12/19/19 7:00 PM,188.66,146.99,137.83,41.84,47.79,491.23
12/19/19 6:00 PM,185.89,148.34,131.11,41.55,48.62,524.96
12/19/19 5:00 PM,186.28,153.02,118.95,41.81,49.65,584.47
12/19/19 4:00 PM,186.03,153.98,122.68,41.81,50.18,672.24
12/19/19 3:00 PM,189.39,154.79,103.35,41.81,49.79,668.73
12/19/19 2:00 PM,194.31,151.39,112.76,41.81,49.96,692.09
12/19/19 1:00 PM,191.06,150.84,127.8,42.17,50.12,626.17
12/19/19 12:00 PM,189.88,149.25,135.19,42.88,49.34,587.22
12/19/19 11:00 AM,188.34,150.63,157.86,42.64,48.08,484.64
12/19/19 10:00 AM,188.49,151.35,180.66,41.87,47.23,445.62
12/19/19 9:00 AM,187.36,149.28,187.61,41.63,46.58,427.77
12/19/19 8:00 AM,188.48,146.89,209.77,42.61,46.92,399.19
12/19/19 7:00 AM,185.67,147.13,209.2,40.89,48.23,387.98
12/19/19 6:00 AM,187,147.89,183.57,43.59,51.48,375.08
12/19/19 5:00 AM,188.13,149.24,158.75,45.18,46.91,2.97
12/19/19 4:00 AM,186.93,148.8,172.45,44,46.57,2.97
12/19/19 3:00 AM,187.98,144.46,151.83,42.53,45.96,3.07
12/19/19 2:00 AM,183.18,142.3,163.38,41.65,45.32,3.47
12/19/19 1:00 AM,187.77,143.66,106.85,41.52,45.99,231.3
12/19/19 12:00 AM,188.04,141.84,149.4,41.53,46.85,381.14
12/18/19 11:00 PM,188.18,142.05,153.07,41.53,47.53,414.86
12/18/19 10:00 PM,188.14,142.78,144.45,41.62,47.66,429.48
12/18/19 9:00 PM,188.83,144.83,133.21,41.48,47.94,421.49
12/18/19 8:00 PM,188.5,144.24,130.24,41.35,48.16,431.95
12/18/19 7:00 PM,187.67,145.7,131.74,41.08,48.77,435.5
12/18/19 6:00 PM,186.62,148.2,115.78,41.83,49.55,469.02
12/18/19 5:00 PM,191.29,149.69,114.72,42.52,50.68,545.63
12/18/19 4:00 PM,186.71,151.58,129.28,43.01,50.61,609.12
12/18/19 3:00 PM,189.76,147.95,129,42.85,50.28,581.82
12/18/19 2:00 PM,190.84,146.71,119.92,42.42,50.48,599.17
12/18/19 1:00 PM,190.15,146.13,120.74,42.38,50.12,589.87
12/18/19 12:00 PM,189.22,147.32,138.68,41.95,49.38,526.15
12/18/19 11:00 AM,188.19,147.99,165.25,41.88,48.24,443
12/18/19 10:00 AM,188.31,148.13,200.03,41.6,47.27,402.15
12/18/19 9:00 AM,188.25,145.76,217.25,41.6,47.12,393.04
12/18/19 8:00 AM,188,145.3,231.81,41.6,46.73,379.09
12/18/19 7:00 AM,188.31,142.28,223.6,41.6,46.19,362.83
12/18/19 6:00 AM,184.4,142.03,216.16,41.56,46.09,357.83
12/18/19 5:00 AM,187.78,142.18,173.92,41.32,46.09,370.69
12/18/19 4:00 AM,188.04,142.81,159.25,41.53,46.49,379.44
12/18/19 3:00 AM,188.02,143.2,153.21,41.65,46.86,397.52
12/18/19 2:00 AM,189.01,144.63,132.04,41.76,46.77,401.21
12/18/19 1:00 AM,190.33,143.75,114.2,41.32,46.92,402.33
12/18/19 12:00 AM,189.64,141.42,115.08,41.36,48.25,436.56
12/17/19 11:00 PM,189.14,143.76,123.21,41.56,49.12,469.99
12/17/19 10:00 PM,188.66,146.45,135.06,42.13,48.8,439.45
12/17/19 9:00 PM,189.45,149.37,130.84,42.08,48.81,486.08
12/17/19 8:00 PM,189.93,150.22,120.12,41.49,49.44,555.82
12/17/19 7:00 PM,189.75,150.08,130.19,41.65,49.71,604.97
12/17/19 6:00 PM,188.49,149.17,137.83,41.65,49.71,657.92
12/17/19 5:00 PM,186.15,150.97,117.03,41.65,50.33,706.88
12/17/19 4:00 PM,187.35,154.39,107.18,41.65,51,768.22
12/17/19 3:00 PM,188.43,151.33,96.54,41.55,51.01,771.91
12/17/19 2:00 PM,192.72,150.27,108.38,41.69,50.72,751.02
12/17/19 1:00 PM,191.07,150.54,125.57,41.81,50.64,721.56
12/17/19 12:00 PM,189.64,148.4,131.97,41.72,50.26,620.19
12/17/19 11:00 AM,189.25,149.34,167.78,41.91,49.41,520.93
12/17/19 10:00 AM,187.24,149.01,196.62,41.72,48.06,457.79
12/17/19 9:00 AM,188.56,147.45,238.09,41.81,47.37,403.79
12/17/19 8:00 AM,186.87,145.34,259.94,41.67,46.79,394.06
12/17/19 7:00 AM,187.42,143.42,252.57,41.67,46.19,366.52
12/17/19 6:00 AM,185.73,142.23,230.36,41.38,46.1,351.96
12/17/19 5:00 AM,186.67,142.5,192.99,41.39,46.13,364.25
12/17/19 4:00 AM,187.85,142.66,173.83,41.57,46.41,379.6
12/17/19 3:00 AM,188.27,142.19,162.42,41.48,46.79,384.05
12/17/19 2:00 AM,187.47,141.19,146.08,41.7,46.74,392.75
12/17/19 1:00 AM,188.76,142.78,129.59,41.44,46.41,375.37
12/17/19 12:00 AM,188.17,142.41,142.71,41.46,47.4,394.84
12/16/19 11:00 PM,188.24,146.06,152.36,41.74,48.08,461.27
12/16/19 10:00 PM,188.05,146.73,157.92,41.36,48.36,466.98
12/16/19 9:00 PM,188.91,144.53,135.02,41.44,48.45,473.9
12/16/19 8:00 PM,188.15,146.23,125.67,41.34,48.8,539.57
12/16/19 7:00 PM,187.05,146.25,113.85,41.33,49.43,581.02
12/16/19 6:00 PM,186.15,147.65,114.61,41.33,50.08,658.73
12/16/19 5:00 PM,187.32,148.11,100.93,41.45,50.8,739.17
12/16/19 4:00 PM,188.07,148.63,95.05,41.73,51.05,833.41
12/16/19 3:00 PM,188,145.61,87.52,41.83,51.06,842.57
12/16/19 2:00 PM,188.14,146.02,86.99,41.83,50.94,811.76
12/16/19 1:00 PM,187.34,149.2,102.48,41.47,50.57,737.76
12/16/19 12:00 PM,191.21,147.37,116.32,41.57,50.91,669.65
12/16/19 11:00 AM,189.22,148.48,138.67,43.27,49.69,562.94
12/16/19 10:00 AM,188.37,147.36,164.21,41.76,48.23,481.74
12/16/19 9:00 AM,188.34,147.16,205.62,41.29,47.71,427.23
12/16/19 8:00 AM,188.54,142.01,230.8,41.33,46.81,411.07
12/16/19 7:00 AM,183.97,141.27,213.18,41.25,46.34,386.73
12/16/19 6:00 AM,186.85,141.11,189.64,41.21,46.23,373.27
